title,handle,shopify_product_id,loose_price,cib_price,ratio,uplift_when,uplift_run
Fear Factor Unleashed - GBA Game,fear-factor-unleashed-gba-game,gid://shopify/Product/7956660846626,8.05,13.99,1.74,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
FIFA 96 - Sega Genesis Game,fifa-96-sega-genesis-game,gid://shopify/Product/7956661534754,10.41,17.99,1.73,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Fighter Maker 2 - PS2 Game,fighter-maker-2-ps2-game,gid://shopify/Product/7956662550562,14.16,24.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Fighting Masters - Sega Genesis Game,fighting-masters-sega-genesis-game,gid://shopify/Product/7956662779938,21.75,38.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Final Fantasy Adventure - Gameboy Game,final-fantasy-adventure-gameboy-game,gid://shopify/Product/7956662943778,61.78,110.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Final Fantasy II - SNES Game,final-fantasy-ii-snes-game,gid://shopify/Product/7956663205922,77.56,138.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Final Fantasy III - SNES Game,final-fantasy-iii-snes-game,gid://shopify/Product/7956663238690,101.5,181.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Final Fantasy Mystic Quest - SNES Game,final-fantasy-mystic-quest-snes-game,gid://shopify/Product/7956663500834,25.84,45.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Final Fantasy XII [Collector's Edition] - PS2 Game,final-fantasy-xii-collectors-edition-ps2-game,gid://shopify/Product/7956663926818,16.15,28.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Final Fight - SNES Game,final-fight-snes-game,gid://shopify/Product/7956663959586,19.21,33.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Final Fight 2 - SNES Game,final-fight-2-snes-game,gid://shopify/Product/7956663992354,88.73,158.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Firepower 2000 - SNES Game,firepower-2000-snes-game,gid://shopify/Product/7956664352802,35.89,63.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Flashback The Quest for Identity - Sega CD Game,flashback-the-quest-for-identity-sega-cd-game,gid://shopify/Product/7956664451106,56.85,101.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Flashback The Quest for Identity - Sega Genesis Game,flashback-the-quest-for-identity-sega-genesis-game,gid://shopify/Product/7956664483874,20.01,35.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Flicky - Sega Genesis Game,flicky-sega-genesis-game,gid://shopify/Product/7956664647714,33.39,59.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Force 21 - Gameboy Color Game,force-21-gameboy-color-game,gid://shopify/Product/7956664909858,8.42,14.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Ford Bold Moves Street Racing - PSP Game,ford-bold-moves-street-racing-psp-game,gid://shopify/Product/7956664942626,15.46,26.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Ford Mustang The Legend Lives - PS2 Game,ford-mustang-the-legend-lives-ps2-game,gid://shopify/Product/7956664975394,7.43,12.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Forgotten Worlds - Sega Genesis Game,forgotten-worlds-sega-genesis-game,gid://shopify/Product/7956665860130,29.57,52.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Formula 1 - PS1 Game,formula-1-ps1-game,gid://shopify/Product/7956665892898,53.99,96.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Formula One 2000 - Gameboy Color Game,formula-one-2000-gameboy-color-game,gid://shopify/Product/7956665958434,24.64,43.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Formula One Built To Win - NES Game,formula-one-built-to-win-nes-game,gid://shopify/Product/7956666089506,48.76,86.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Fox Hunt - PS1 Game,fox-hunt-ps1-game,gid://shopify/Product/7956666253346,139.63,250.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Fox Sports Soccer 99 - PS1 Game,fox-sports-soccer-99-ps1-game,gid://shopify/Product/7956666286114,3.99,6.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Frank Thomas Big Hurt Baseball - Sega Genesis Game,frank-thomas-big-hurt-baseball-sega-genesis-game,gid://shopify/Product/7956666351650,9.16,15.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Freaky Flyers - Gamecube Game,freaky-flyers-gamecube-game,gid://shopify/Product/7956666417186,52.96,94.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Freedom Force - NES Game,freedom-force-nes-game,gid://shopify/Product/7956666515490,28.26,49.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Friday the 13th - NES Game,friday-the-13th-nes-game,gid://shopify/Product/7956666646562,22.08,38.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Frogger - Sega Genesis Game,frogger-sega-genesis-game,gid://shopify/Product/7956666810402,14.49,25.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Frogger Ancient Shadow - Gamecube Game,frogger-ancient-shadow-gamecube-game,gid://shopify/Product/7956666875938,18.38,32.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Frogger Ancient Shadow - PS2 Game,frogger-ancient-shadow-ps2-game,gid://shopify/Product/7956666908706,15.11,26.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Frogger's Adventures The Rescue - Gamecube Game,froggers-adventures-the-rescue-gamecube-game,gid://shopify/Product/7956667039778,15.11,26.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Fugitive Hunter - PS2 Game,fugitive-hunter-ps2-game,gid://shopify/Product/7956667170850,14.16,24.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Fun 'n Games - Sega Genesis Game,fun-n-games-sega-genesis-game,gid://shopify/Product/7956667236386,9.51,16.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
G-LOC Air Battle - Sega Genesis Game,g-loc-air-battle-sega-genesis-game,gid://shopify/Product/7956667465762,12.96,22.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gadget Twins - Sega Genesis Game,gadget-twins-sega-genesis-game,gid://shopify/Product/7956667662370,20.69,36.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gain Ground - Sega Genesis Game,gain-ground-sega-genesis-game,gid://shopify/Product/7956667760674,65.69,117.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Galaxy Force II - Sega Genesis Game,galaxy-force-ii-sega-genesis-game,gid://shopify/Product/7956667891746,16.59,28.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Galidor Defenders of the Outer Dimension - GBA Game,galidor-defenders-of-the-outer-dimension-gba-game,gid://shopify/Product/7956667990050,5.57,9.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Game and Watch Gallery 4 - GBA Game,game-and-watch-gallery-4-gba-game,gid://shopify/Product/7956668055586,21.24,37.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
General Chaos - Sega Genesis Game,general-chaos-sega-genesis-game,gid://shopify/Product/7956668710946,28.99,51.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Generations Lost - Sega Genesis Game,generations-lost-sega-genesis-game,gid://shopify/Product/7956668776482,23.93,42.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
George Foreman's KO Boxing - Sega Genesis Game,george-foremans-ko-boxing-sega-genesis-game,gid://shopify/Product/7956668874786,5.8,9.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gex 3: Deep Cover Gecko - Gameboy Color Game,gex-3-deep-cover-gecko-gameboy-color-game,gid://shopify/Product/7956668973090,11.6,19.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Ghostbusters - Sega Genesis Game,ghostbusters-sega-genesis-game,gid://shopify/Product/7956669595682,79.27,141.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Ghoul School - NES Game,ghoul-school-nes-game,gid://shopify/Product/7956669857826,65.21,116.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Ghouls 'N Ghosts - Sega Genesis Game,ghouls-n-ghosts-sega-genesis-game,gid://shopify/Product/7956669890594,56.54,100.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gilligan's Island - NES Game,gilligans-island-nes-game,gid://shopify/Product/7956670054434,29.29,51.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Go Go Tank - Gameboy Game,go-go-tank-gameboy-game,gid://shopify/Product/7956670349346,12.33,21.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gods - Sega Genesis Game,gods-sega-genesis-game,gid://shopify/Product/7956670840866,24.64,43.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Golden Nugget - PS1 Game,golden-nugget-ps1-game,gid://shopify/Product/7956671201314,11.8,20.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Golgo 13 Top Secret Episode - NES Game,golgo-13-top-secret-episode-nes-game,gid://shopify/Product/7956671397922,11.57,19.99,1.73,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Goof Troop - SNES Game,goof-troop-snes-game,gid://shopify/Product/7956671496226,34.96,61.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gradius Galaxies - GBA Game,gradius-galaxies-gba-game,gid://shopify/Product/7956671692834,45.25,80.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gradius III - SNES Game,gradius-iii-snes-game,gid://shopify/Product/7956671725602,23.91,42.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gran Turismo Concept 2002 Tokyo-Geneva - PS2 Game,gran-turismo-concept-2002-tokyo-geneva-ps2-game,gid://shopify/Product/7956671954978,21.32,37.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Granada - Sega Genesis Game,granada-sega-genesis-game,gid://shopify/Product/7956671987746,55.09,98.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Grand Slam - Sega Saturn Game,grand-slam-sega-saturn-game,gid://shopify/Product/7956672053282,59.84,106.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Greatest Heavyweights - Sega Genesis Game,greatest-heavyweights-sega-genesis-game,gid://shopify/Product/7956673003554,12.96,22.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Greendog Beached Surfer Dude - Sega Genesis Game,greendog-beached-surfer-dude-sega-genesis-game,gid://shopify/Product/7956673036322,16.6,28.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gretzky NHL 06 - PSP Game,gretzky-nhl-06-psp-game,gid://shopify/Product/7956673200162,7.39,12.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gretzky NHL 2005 - PS2 Game,gretzky-nhl-2005-ps2-game,gid://shopify/Product/7956673232930,4.85,7.99,1.65,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Grooverider Slot Car Thunder - Gamecube Game,grooverider-slot-car-thunder-gamecube-game,gid://shopify/Product/7956673331234,29.62,52.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Growl - Sega Genesis Game,growl-sega-genesis-game,gid://shopify/Product/7956673364002,109.55,196.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Guitar Hero Smash Hits - Wii Game,guitar-hero-smash-hits-wii-game,gid://shopify/Product/7956674248738,52.68,93.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gunstar Heroes - Sega Genesis Game,gunstar-heroes-sega-genesis-game,gid://shopify/Product/7956674871330,91.6,163.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Gyruss - NES Game,gyruss-nes-game,gid://shopify/Product/7956675002402,13.04,22.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Hammerin' Hero - PSP Game,hammerin-hero-psp-game,gid://shopify/Product/7956675264546,79.98,142.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Hannspree Ten Kate Honda SBK Superbike World Championship - PSP Game,hannspree-ten-kate-honda-sbk-superbike-world-championship-psp-game,gid://shopify/Product/7956675526690,6.99,11.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Happy Feet - Gamecube Game,happy-feet-gamecube-game,gid://shopify/Product/7956675559458,6.25,10.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Happy Feet Two - Wii Game,happy-feet-two-wii-game,gid://shopify/Product/7956675690530,7.17,11.99,1.67,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
HardBall III - Sega Genesis Game,hardball-iii-sega-genesis-game,gid://shopify/Product/7956675756066,8.27,13.99,1.69,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Hardcore Pinball - GBA Game,hardcore-pinball-gba-game,gid://shopify/Product/7956675821602,23.16,40.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Harley Davidson Race Across America - Gameboy Color Game,harley-davidson-race-across-america-gameboy-color-game,gid://shopify/Product/7956675854370,14.04,24.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Harry Potter Sorcerers Stone - Gamecube Game,harry-potter-sorcerers-stone-gamecube-game,gid://shopify/Product/7956676378658,98.5,176.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Harry Potter Sorcerers Stone - PS2 Game,harry-potter-sorcerers-stone-ps2-game,gid://shopify/Product/7956676444194,107.9,193.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Harvest Moon 3 - Gameboy Color Game,harvest-moon-3-gameboy-color-game,gid://shopify/Product/7956676542498,72.98,130.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Harvest Moon Save the Homeland - PS2 Game,harvest-moon-save-the-homeland-ps2-game,gid://shopify/Product/7956676837410,15.98,27.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Harvey Birdman Attorney at Law - Wii Game,harvey-birdman-attorney-at-law-wii-game,gid://shopify/Product/7956676968482,11.85,20.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Haunted Mansion - Gamecube Game,haunted-mansion-gamecube-game,gid://shopify/Product/7956677132322,14.8,25.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Heatseeker - PS2 Game,heatseeker-ps2-game,gid://shopify/Product/7956677361698,9.5,16.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Heavenly Guardian - Wii Game,heavenly-guardian-wii-game,gid://shopify/Product/7956677427234,10.18,17.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Heavy Barrel - NES Game,heavy-barrel-nes-game,gid://shopify/Product/7956677460002,21.74,38.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Heavy Shreddin' - NES Game,heavy-shreddin-nes-game,gid://shopify/Product/7956677558306,9.35,15.99,1.71,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Herzog Zwei - Sega Genesis Game,herzog-zwei-sega-genesis-game,gid://shopify/Product/7956678082594,59.13,105.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Hexyz Force - PSP Game,hexyz-force-psp-game,gid://shopify/Product/7956678213666,103.49,185.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
High Heat Baseball 2000 - PS1 Game,high-heat-baseball-2000-ps1-game,gid://shopify/Product/7956678508578,7.07,11.99,1.7,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
High Rollers Casino - PS2 Game,high-rollers-casino-ps2-game,gid://shopify/Product/7956678574114,6.14,10.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
High Stakes - Gameboy Game,high-stakes-gameboy-game,gid://shopify/Product/7956678705186,9.92,16.99,1.71,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
History Channel Civil War Secret Missions - PS2 Game,history-channel-civil-war-secret-missions-ps2-game,gid://shopify/Product/7956678803490,10.83,18.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Hit the Ice - Sega Genesis Game,hit-the-ice-sega-genesis-game,gid://shopify/Product/7956678836258,27.67,48.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Hollywood Squares - Wii Game,hollywood-squares-wii-game,gid://shopify/Product/7956679032866,7.7,12.99,1.69,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Home Alone 2 Lost In New York - SNES Game,home-alone-2-lost-in-new-york-snes-game,gid://shopify/Product/7956679196706,14.46,25.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Home Improvement - SNES Game,home-improvement-snes-game,gid://shopify/Product/7956679229474,110.61,198.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Home Run King - Gamecube Game,home-run-king-gamecube-game,gid://shopify/Product/7956679262242,5.87,9.99,1.7,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Hook - Sega Genesis Game,hook-sega-genesis-game,gid://shopify/Product/7956679360546,27.39,48.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Hooters Road Trip - PS1 Game,hooters-road-trip-ps1-game,gid://shopify/Product/7956679458850,15.2,26.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Hot Wheels Velocity X - PS2 Game,hot-wheels-velocity-x-ps2-game,gid://shopify/Product/7956680245282,13.99,24.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Hoyle Casino - Gameboy Color Game,hoyle-casino-gameboy-color-game,gid://shopify/Product/7956681293858,13.04,22.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
I-Ninja - Gamecube Game,i-ninja-gamecube-game,gid://shopify/Product/7956682014754,46.02,81.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
IGPX - PS2 Game,igpx-ps2-game,gid://shopify/Product/7956682670114,37.75,66.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
IHRA Drag Racing Sportsman Edition - PS2 Game,ihra-drag-racing-sportsman-edition-ps2-game,gid://shopify/Product/7956682768418,9.41,15.99,1.7,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
IHRA Professional Drag Racing 2005 - PS2 Game,ihra-professional-drag-racing-2005-ps2-game,gid://shopify/Product/7956682932258,7.11,11.99,1.69,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Illusion of Gaia - SNES Game,illusion-of-gaia-snes-game,gid://shopify/Product/7956683292706,43.25,76.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
In Your Face - Gameboy Game,in-your-face-gameboy-game,gid://shopify/Product/7956683489314,8.7,14.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Indiana Jones and the Last Crusade - Sega Genesis Game,indiana-jones-and-the-last-crusade-sega-genesis-game,gid://shopify/Product/7956683882530,24.87,43.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Indiana Jones Infernal Machine - Nintendo 64 Game,indiana-jones-infernal-machine-nintendo-64-game,gid://shopify/Product/7956684046370,130.5,233.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Insector X - Sega Genesis Game,insector-x-sega-genesis-game,gid://shopify/Product/7956684177442,38.31,67.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Instruments of Chaos Starring Young Indiana Jones - Sega Genesis Game,instruments-of-chaos-starring-young-indiana-jones-sega-genesis-game,gid://shopify/Product/7956684242978,17.86,31.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
International Superstar Soccer Deluxe - SNES Game,international-superstar-soccer-deluxe-snes-game,gid://shopify/Product/7956684439586,82.68,147.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Inuyasha A Feudal Fairy Tale - PS1 Game,inuyasha-a-feudal-fairy-tale-ps1-game,gid://shopify/Product/7956684505122,27.27,48.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Iron Helix - Sega CD Game,iron-helix-sega-cd-game,gid://shopify/Product/7956684734498,40.7,72.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Izzy's Quest for the Olympic Rings - Sega Genesis Game,izzys-quest-for-the-olympic-rings-sega-genesis-game,gid://shopify/Product/7956685226018,11.43,19.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jackie Chan's Stunt Master - PS1 Game,jackie-chans-stunt-master-ps1-game,gid://shopify/Product/7956685422626,85.5,152.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
James Pond 2 Codename Robocod - Sega Genesis Game,james-pond-2-codename-robocod-sega-genesis-game,gid://shopify/Product/7956685520930,19.15,33.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
James Pond 3 Operation Starfish - Sega Genesis Game,james-pond-3-operation-starfish-sega-genesis-game,gid://shopify/Product/7956685553698,21.74,38.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jeopardy - PS2 Game,jeopardy-ps2-game,gid://shopify/Product/7956685750306,8.65,14.99,1.73,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jeopardy Platinum Edition - Gameboy Game,jeopardy-platinum-edition-gameboy-game,gid://shopify/Product/7956685783074,15.94,27.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jeopardy Sports Edition - Gameboy Game,jeopardy-sports-edition-gameboy-game,gid://shopify/Product/7956685815842,16.33,28.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jeopardy Teen Tournament - Gameboy Game,jeopardy-teen-tournament-gameboy-game,gid://shopify/Product/7956685848610,13.31,22.99,1.73,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jet Grind Radio - GBA Game,jet-grind-radio-gba-game,gid://shopify/Product/7956686110754,134.75,241.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jet Grind Radio - Sega Dreamcast Game,jet-grind-radio-sega-dreamcast-game,gid://shopify/Product/7956686143522,56.22,100.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jet Moto 3 - PS1 Game,jet-moto-3-ps1-game,gid://shopify/Product/7956686241826,12.83,22.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jet X2O - PS2 Game,jet-x2o-ps2-game,gid://shopify/Product/7956686274594,9.41,15.99,1.7,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jewel Master - Sega Genesis Game,jewel-master-sega-genesis-game,gid://shopify/Product/7956686307362,23.29,40.99,1.76,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jikandia: The Timeless Land - PSP Game,jikandia-the-timeless-land-psp-game,gid://shopify/Product/7956686340130,14.4,24.99,1.74,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Joe and Mac - Sega Genesis Game,joe-and-mac-sega-genesis-game,gid://shopify/Product/7956686569506,56.55,100.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Joe and Mac - SNES Game,joe-and-mac-snes-game,gid://shopify/Product/7956686602274,26.01,45.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Joe and Mac 2 Lost in the Tropics - SNES Game,joe-and-mac-2-lost-in-the-tropics-snes-game,gid://shopify/Product/7956686635042,108.71,194.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
John Elway's Quarterback - NES Game,john-elways-quarterback-nes-game,gid://shopify/Product/7956686831650,6.51,10.99,1.69,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jordan vs Bird One on One - NES Game,jordan-vs-bird-one-on-one-nes-game,gid://shopify/Product/7956686995490,9.85,16.99,1.72,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Judge Dredd - SNES Game,judge-dredd-snes-game,gid://shopify/Product/7956687224866,14.56,25.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
JumpStart Dino Adventure Field Trip - Gameboy Color Game,jumpstart-dino-adventure-field-trip-gameboy-color-game,gid://shopify/Product/7956687683618,9.47,16.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Jurassic Park 2 The Chaos Continues - SNES Game,jurassic-park-2-the-chaos-continues-snes-game,gid://shopify/Product/7956687912994,34.79,61.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Just Dance Kids 2 - Wii Game,just-dance-kids-2-wii-game,gid://shopify/Product/7956688437282,8.94,15.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Justice League Chronicles - GBA Game,justice-league-chronicles-gba-game,gid://shopify/Product/7956688535586,22.81,40.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Justice League Task Force - Sega Genesis Game,justice-league-task-force-sega-genesis-game,gid://shopify/Product/7956688699426,19.17,33.99,1.77,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Justice League Task Force - SNES Game,justice-league-task-force-snes-game,gid://shopify/Product/7956688732194,24.74,43.99,1.78,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Kartia Word of Fate - PS1 Game,kartia-word-of-fate-ps1-game,gid://shopify/Product/7956689256482,77.73,138.99,1.79,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Ken Griffey Jr Major League Baseball - SNES Game,ken-griffey-jr-major-league-baseball-snes-game,gid://shopify/Product/7956689420322,13.69,23.99,1.75,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
Kendo Rage - SNES Game,kendo-rage-snes-game,gid://shopify/Product/7956689485858,91.77,164.99,1.8,2026-04-11T15:09:50,fix-cib-equals-loose-20260411_150950.csv
